X,Y,Name,description,address,artist,class,classifica,contactage,contactpho,date_made,descriptio,dimensions,general_no,gis_editor,gis_id,in_row,link_1,link_2,link_3,location,locator,mat_1,materials,park_name,pic_1,pic_2,pic_3,pma,pubart_row,reserved_i,reserved_t,sac_id,subtype,title,x_coord,y_coord
,,,,Delridge Way SW between SW Kenyon St and SW Elmgrove St,"de Lory, Peter",,1 signpost with sign images of flora,Seattle Office of Arts & Cultural Affairs,206-684-7171,2004,1 signpost with sign images of flora,,,SDOT,389,Y,,,,West side of street near intersection of Delridge and Kenyon,,"Steel, porcelain enamel","Steel, porcelain enamel",,,,,0,,0,,SPU05.024,,Longfellow Creek Legacy Trail Way Finding Signs,1263171.52586628,197100.07673389
,,,,"Ballard Ave NW & 22nd Ave NW  Seattle, WA  98107","Goldbloom, Brian",,2 inlays in sidewalk,Seattle Office of Arts & Cultural Affairs,206-684-7171,1978,2 black granite pavers/inlays in sidewalk,"42x36""; 30x18""",,SDOT,176,Y,,,,,,Black granite,Black granite,,,,,0,,0,,"CL78.101a,b",,Vagor I And Vagor II,1258182.26973314,247389.60094535
,,,,Eastlake Avenue E between E Lynn St & E Louisa St,"Beaumont, Linda; Keeler, Stuart; Machnic, Michael",,1 sculpture,Seattle Office of Arts & Cultural Affairs,206-684-7171,1997,1 sculpture in the shape of an upside-down kayak (made of fiberglass) with oars resting on tall metal support columns,"11' X 17' 6"" X 1' 6""",,SDOT,268,Y,,,,Near 2311 Eastlake Ave E on west side of street,,"Fiberglass (kyak), steel for support columns. Fiberglass, fabricated steel, mosaic, slate, stained concrete","Fiberglass (kyak), steel for support columns. Fiberglass, fabricated steel, mosaic, slate, stained concrete",,,,,0,,0,,ED98.024a-c (SP,,Dreamboats,1272491.79153983,237340.9489031
,,,,Eastlake Avenue E between E Louisa St & E Roanoke St,"Beaumont, Linda; Keeler, Stuart; Machnic, Michael",,1 sculpture,Seattle Office of Arts & Cultural Affairs,206-684-7171,1997,1 sculpture in the shape of an upside-down kayak (made of fiberglass) with oars resting on tall metal support columns,"11' X 17' 6"" X 1' 6""",,SDOT,270,Y,,,,Near 2523 Eastlake Ave E but on east side of street,,"Fiberglass (kyak), steel for support columns. Fiberglass, fabricated steel, mosaic, slate, stained concrete","Fiberglass (kyak), steel for support columns. Fiberglass, fabricated steel, mosaic, slate, stained concrete",,,,,0,,0,,ED98.024a-c (SP,,Dreamboats,1272504.61521985,237972.52381574
,,,,2416 2nd Ave,"Kiefer, Kurt H.",,6 insets,Seattle Office of Arts & Cultural Affairs,206-684-7171,1994-96,"1 ""welcome mat"" inset in sidewalk, 5 faux plank insets in sidewalk",,,SDOT,232,Y,,,,,,"""Welcome mat"":  steel treadplate, tinted concrete; Faux plank insets:  tinted concrete","""Welcome mat"":  steel treadplate, tinted concrete; Faux plank insets:  tinted concrete",,,,,0,,0,,ED96.030,,Street Treatment,1267091.78575209,227994.76196977
,,,,2418 2nd Ave,"Kiefer, Kurt H.",,3 insets,Seattle Office of Arts & Cultural Affairs,206-684-7171,1994-96,3 faux plank insets in sidewalk,,,SDOT,233,Y,,,,,,Faux plank insets:  tinted concrete,Faux plank insets:  tinted concrete,,,,,0,,0,,ED96.030,,Street Treatment,1267087.44544429,227998.71193967
,,,,2324 2nd Ave,"Kiefer, Kurt H.",,1 brackets/light fixture on pole,Seattle Office of Arts & Cultural Affairs,206-684-7171,1994-96,1 brackets with light fixture on light pole,,,SDOT,239,Y,,,,,,,,,,,,0,,0,,ED96.030,,Street Treatment,1267365.60921389,227744.37583503
,,,,2322 2nd Ave,"Kiefer, Kurt H.",,5 insets,Seattle Office of Arts & Cultural Affairs,206-684-7171,1994-96,5 faux plank insets in sidewalk,,,SDOT,240,Y,,,,,,Faux plank insets:  tinted concrete,Faux plank insets:  tinted concrete,,,,,0,,0,,ED96.030,,Street Treatment,1267371.6993123,227738.92081285
,,,,2117 2nd Ave,"Kiefer, Kurt H.",,"1 brackets/light fixture on pole, 3 insets",Seattle Office of Arts & Cultural Affairs,206-684-7171,1994-96,"1 brackets with light fixture on light pole, 3 faux plank insets in sidewalk",,,SDOT,245,Y,,,,,,Faux plank insets:  tinted concrete,Faux plank insets:  tinted concrete,,,,,0,,0,,ED96.030,,Street Treatment,1267980.53441877,227105.01294705
,,,,2033 2nd Ave,"Kiefer, Kurt H.",,1 inset,Seattle Office of Arts & Cultural Affairs,206-684-7171,1994-96,"1 ""Welcome mat"" inset in sidewalk",,,SDOT,257,Y,,,,,,"""Welcome mat"":  steel treadplate, tinted concrete","""Welcome mat"":  steel treadplate, tinted concrete",,,,,0,,0,,ED96.030,,Street Treatment,1268247.30541888,226862.30223486
,,,,Broadway Ave E between E Thomas St & E Harrison St,"Mackie, Jack",,Inlays,Seattle Office of Arts & Cultural Affairs,206-684-7171,1982,Inlaid bronze footprints and dance instructions for the Mambo dance steps,,,SDOT,221,Y,,,,West side of Broadway Ave E,,,,,,,,0,,0,,ED82.100a-h,,Dancer's Series: Steps,1273585.54558896,230261.40662384
,,,,Eastlake Ave E & E Allison St,"Levy, Stacy",,1 inset,Seattle Office of Arts & Cultural Affairs,206-684-7171,1997,"One 24"" x 24"" x 2"" stone and glass tile inset in the sidewalk intersection.  Stone center sandblasted with image of microorganism.  Glass part of tile cast with name of the particular intersection.",,,SDOT,282,Y,,,,SE corner,,Cast glass tiles and WA State Wilkensen Sandstone,Cast glass tiles and WA State Wilkensen Sandstone,,,,,0,,0,,ED98.025a-ff (S,,Cornerstones,1273152.40811647,240212.100778
,,,,Rainier Ave S & S Mead St,"Nakamura, Stuart",,One gateway piece,Seattle Office of Arts & Cultural Affairs,206-684-7171,2001,Cast concrete gateway piece,,,SDOT,289,Y,,,,SE corner,,Cast concrete,Cast concrete,,,,,0,,0,,GCK03.012.01-.0,,Wit and Wisdom,1283854.99884743,204123.84090104
,,,,"2nd Avenue Ext. S. and 2nd Avenue So.  Seattle, WA  98104 (west side on the plaza)","Evans, Jan",,1 sculpture,Seattle Office of Arts & Cultural Affairs,206-684-7171,1978,Red-orange organic abstract assemblage of painted steel plates,,,SDOT,310,Y,,,,NE corner,,Painted steel,Painted steel,,,,,0,,0,,GCK78.089,,Anawog,1270807.32651407,222780.49756015
,,,,E Harrison St & Broadway E,"Beyer, Richard",,Sculpture,Seattle Office of Arts & Cultural Affairs,206-684-7171,1981,Sculpture of a man sleeping on a bench with his head covered by a newspaper.,,,SDOT,316,Y,,,,Northeast corner,,"Cast aluminum, wood","Cast aluminum, wood",,,,,0,,0,,NON-SAC DHHS81.,,The Itinerant,1273586.97323692,230427.77974398
,,,,5420 22nd Avenue NW,"Dixon, Jennifer",,Sculptures,Seattle Office of Arts & Cultural Affairs,206-684-7171,2004,5 sculptures on top of posts,,,SDOT,320,Y,,,,Artwork located on posts near sidewalk on east side of park,,,,,,,,0,,0,,PR05.025.01-.05,,Witness Trees - What The Trees Have Seen,1258213.93545582,247472.53782078
,,,,"McGraw Square  Westlake Ave N & Stewart St.  Seattle, WA  98101","Brooks, Richard",,1 sculpture,Seattle Office of Arts & Cultural Affairs,206-684-7171,1912,1 realistic historical statue of Governor John Harte McGraw,,In the ROW?,SDOT,321,Y,,,,McGraw Place,,Bronze,Bronze,,,,,0,,0,,PR74.077,,Governor John Harte McGraw,1269450.54340868,227338.70786882
,,,,"37th Ave S between S Court St & S Andover St  Seattle, WA  98144","Fels, Donald",,1 sculpture,Seattle Office of Arts & Cultural Affairs,206-684-7171,2004,"Sculpture is in the form of a ""hydra-headed""  tree that includes a periscope that allows for a 360 degree view.",16'h x 8'w,In the ROW?,SDOT,352,Y,,,,On west side of the street on the Courtland Place Hillclimb,,"Galvanized sheet steel, pattern cut and welded","Galvanized sheet steel, pattern cut and welded",,,,,0,,0,,SAC04.101,,Periscope Tree,1281801.79020536,211050.65281217
,,,,2630 1st Ave,"Mackie, Jack; Simpson, Lewis ""Buster""",,"2 benches, 1 tree guard",Seattle Office of Arts & Cultural Affairs,206-684-7171,1985-1991,"2 sandstone benches, 1 tree guard",,,SDOT,208,Y,,,,East side of 1st Ave,,,,,,,,0,,0,,CL86.045,,Street Treatment,1266391.73814941,228196.25825383
,,,,2929 1st Ave,"Mackie, Jack; Simpson, Lewis ""Buster""",,1 tree guard,Seattle Office of Arts & Cultural Affairs,206-684-7171,1985-1991,1 cast iron tree guard,,,SDOT,210,Y,,,,West side of 1st Ave,,,,,,,,0,,0,,CL86.045,,Street Treatment,1265642.96746386,228795.86834412
,,,,Alki Ave SW & 63rd Ave SW,"Feddersen, Joe; Fels, Donald; Smith, Jaune Quick-To-See",,Pavers,Seattle Office of Arts & Cultural Affairs,206-684-7171,1996-97,Pavers consisting of sandblasted text and images embedded in concrete near obelisk,,In the ROW?,SDOT,329,N,,,,Near 63rd and Alki by obelisk,,,,,,,,0,,0,,PR97.004,,Untitled,1250483.99388526,214969.64110415
,,,,BOREN AVE N AND MERCER SR ST,"Sollod, Ellen",,,,,2012,"The sculpture is a 28-foot-tall cylinder of stainless steel.  The concept for the work is based on tessellations, the process of creating a pattern formed by the repetition of geometric shapes. In the artwork, white",,,SDOT,0,Y,,,,"Mercer Street at Boren Avenue North (in the median)  Seattle, WA  98109",,,,,,,,0,,0,,ST12.057,,Origami Tessellation 324.3.4 (Fractured),0,0
,,,,1436 ALASKAN WAY,"Robb, Susan",,,,,2012,A functional bicycle rack for parking designed in the shape of a squid.,,,SDOT,0,Y,,,,"Alaskan Way at the base of the Pike Street Hill Climb directly across from the Seattle Aquarium  Seattle, WA  98101",,,,,,,,0,,0,,ST12.032,,Parking Squid,0,0
,,,,1500 ML KING JR WAY S,"Tsutakawa, Gerard",,,,,1994,"BLACK TRIANGULAR FORM WITH ZIG-ZAG SIDES AND A CIRCULAR HOLE IN THE MIDDLE, ON A CONCRETE BASE IN THE CENTER OF A GRASS MOUND AND A CIRCLE OF BOULDERS THAT IS THE URBAN PEACE CIRCLE.",,,SDOT,0,Y,,,,"I-90 (bike/pedestrian) Trail and Martin Luther King Jr Way Seattle, WA  98144 (just south of the trail and east of the street).  (The ttrail is south of S",,,,,,,,0,,0,,GCK94.022,,Urban Peace Circle Sculpture,0,0
,,,,BURKE GILMAN TRAIL AT 40TH AVE NE,"MacDonald, Anna",,,,,2013,"Reclamation consists of three variations of one form that resides at two sites along the trail. 02:  Two bronze copies of the same tree-form, ALREADY and NOT YET, create an arc in space that is completed by the user",,,SDOT,0,Y,,,,".02 Location:  (bronze tree forms). Burke-Gilman Playground Park, 5201 Sand Point Way NE, Seattle, WA  98105. Adjacent to Metropolitan Market at 40th Ave N",,,,,,,,0,,0,,ST13.067.02,,Reclamation,0,0
,,,,1820 97TH ST,"Fleming, John",,,,,2012,"Two modern, abstract separate text designs are found in a series of sidewalk inlays. ""YOU ARE HERE"" includes seven artworks, each with two panels and one solar light. ""WHERE ARE YOU"" includes five artworks, each wit",,Address is only for the panle at this point,SDOT,0,Y,,,,"Various locations within the Licton Springs, Greenwood, Georgetown and West Seattle neighborhoods",,,,,,,,0,Y,0,,ST12.062.01-.07,,You Are Here,0,0
,,,,On Broadway between Yesler Way and E. Spruce St.,Claudia Fitch,,Installation,,,2014,"Twenty loop stitch bollards.  7 bollards:  on Broadway between Yesler Way and E. Spruce St.  13 bollards:  on Broadway between E. Pine St. and E. Howell St. Seattle, WA  98122",,Non-SAC ST13.070.01,SIT,0,Y,,,,"On Broadway between Yesler Way and E. Spruce St.  Seattle, WA  98122",,,,,,,,0,,0,,,,"Loop Stitch Bollard portion of artwork Beaded Poles, Loop Stitch Bollards, Eye of the Needle Pole Ca",0,0
,,,,Yesler Way & Broadway,Claudia Fitch,,Installation,Seattle Office of Arts & Cultural Affairs,206-684-7171,2014,Three beaded poles near Broadway and Yesler Way (Yesler Terrace).  Note:  certain elements of the artwork were completed in 2013 but the entire artwork was actually completed in 2014.,,,SIT,0,Y,,,,"Near Yesler Way & Broadway  Seattle, WA  98104",,,,,,,,0,,0,,ST13.068.01-.03,,"Beads Along a Thread:  Beaded Poles, Loop Stitch Bollards, Eye of the Needle Poles",0,0
,,,,Broadway & E. Pine St.,Claudia Fitch,,Installation,Seattle Office of Arts & Cultural Affairs,206-684-7171,2014,"Sixteen ""Eye of the Needle Pole Caps"" in five locations.",,,SIT,0,Y,,,,"Near Broadway & E. Pine St.  Seattle, WA  98122",,,,,,,,0,,0,,ST13.068.10-.25,,"Beads Along a Thread:  Beaded Poles, Loop Stitch Bollards, Eye of the Needle Poles",0,0
